,Input ordering,Input size,Run number,Sorting algorithm,Time
565,Random,100000,6,Merge sort,1.3541556
566,Random,100000,7,Merge sort,1.3446791
567,Random,100000,1,Heapsort,3.1035845
568,Random,100000,2,Heapsort,3.1297621
569,Random,100000,3,Heapsort,3.0973008
570,Random,100000,4,Heapsort,3.1018143
571,Random,100000,5,Heapsort,3.1029289
572,Random,100000,6,Heapsort,3.1101802
573,Random,100000,7,Heapsort,3.5700198
574,Random,100000,1,Quicksort,1.1422506
575,Random,100000,2,Quicksort,1.1636771
576,Random,100000,3,Quicksort,1.1672076
577,Random,100000,4,Quicksort,1.1533383
578,Random,100000,5,Quicksort,1.1542238
579,Random,100000,6,Quicksort,1.1593089
580,Random,100000,7,Quicksort,1.1549054
581,Random,100000,1,Built-in Python,0.2134875
582,Random,100000,2,Built-in Python,0.2031422
583,Random,100000,3,Built-in Python,0.2047657
584,Random,100000,4,Built-in Python,0.2034345
585,Random,100000,5,Built-in Python,0.2042114
586,Random,100000,6,Built-in Python,0.2078525
587,Random,100000,7,Built-in Python,0.2029892
588,Random,100000,1,Numpy,0.3053143
589,Random,100000,2,Numpy,0.3044579
590,Random,100000,3,Numpy,0.3095526
591,Random,100000,4,Numpy,0.3047485
592,Random,100000,5,Numpy,0.3045177
593,Random,100000,6,Numpy,0.3040213
594,Random,100000,7,Numpy,0.2996255
595,Random,1000000,1,Merge sort,16.0372628
596,Random,1000000,2,Merge sort,16.0345706
597,Random,1000000,3,Merge sort,16.0261038
598,Random,1000000,4,Merge sort,16.003889
599,Random,1000000,5,Merge sort,16.053619
600,Random,1000000,6,Merge sort,16.0930903
601,Random,1000000,7,Merge sort,16.4825353
602,Random,1000000,1,Heapsort,39.7484418
603,Random,1000000,2,Heapsort,39.5286878
604,Random,1000000,3,Heapsort,40.1529075
605,Random,1000000,4,Heapsort,39.414972
606,Random,1000000,5,Heapsort,39.7241205
607,Random,1000000,6,Heapsort,39.7898792
608,Random,1000000,7,Heapsort,39.8194176
609,Random,1000000,1,Quicksort,14.3583458
610,Random,1000000,2,Quicksort,14.2854028
611,Random,1000000,3,Quicksort,14.263447
612,Random,1000000,4,Quicksort,14.2895444
613,Random,1000000,5,Quicksort,14.3036933
614,Random,1000000,6,Quicksort,14.639009
615,Random,1000000,7,Quicksort,14.299143
616,Random,1000000,1,Built-in Python,1.5909107
617,Random,1000000,2,Built-in Python,1.5349624
618,Random,1000000,3,Built-in Python,1.5338767
619,Random,1000000,4,Built-in Python,1.5294506
620,Random,1000000,5,Built-in Python,1.5379683
621,Random,1000000,6,Built-in Python,1.5347589
622,Random,1000000,7,Built-in Python,1.5333076
623,Random,1000000,1,Numpy,0.3540695
624,Random,1000000,2,Numpy,0.3524121
625,Random,1000000,3,Numpy,0.353449
626,Random,1000000,4,Numpy,0.3520417
627,Random,1000000,5,Numpy,0.3550662
628,Random,1000000,6,Numpy,0.3532305
629,Random,1000000,7,Numpy,0.3514958
630,Random,10000000,1,Merge sort,182.2649383
631,Random,10000000,2,Merge sort,182.155925
632,Random,10000000,3,Merge sort,182.109671
633,Random,10000000,4,Merge sort,182.251963
634,Random,10000000,5,Merge sort,182.9837056
635,Random,10000000,6,Merge sort,181.9907698
636,Random,10000000,7,Merge sort,183.6047966
637,Random,10000000,1,Heapsort,467.6833436
638,Random,10000000,2,Heapsort,466.038842
639,Random,10000000,3,Heapsort,465.314195
640,Random,10000000,4,Heapsort,466.409223
641,Random,10000000,5,Heapsort,466.9826547
642,Random,10000000,6,Heapsort,468.3901706
643,Random,10000000,7,Heapsort,466.1712854
644,Random,10000000,1,Quicksort,164.898236
645,Random,10000000,2,Quicksort,164.5737695
646,Random,10000000,3,Quicksort,164.1185099
647,Random,10000000,4,Quicksort,164.3597688
648,Random,10000000,5,Quicksort,164.3581963
649,Random,10000000,6,Quicksort,164.2184733
650,Random,10000000,7,Quicksort,165.8164863
651,Random,10000000,1,Built-in Python,23.1433574
652,Random,10000000,2,Built-in Python,22.2571433
653,Random,10000000,3,Built-in Python,22.2895046
654,Random,10000000,4,Built-in Python,22.1174617
655,Random,10000000,5,Built-in Python,22.1636134
656,Random,10000000,6,Built-in Python,22.1544621
657,Random,10000000,7,Built-in Python,22.2564168
658,Random,10000000,1,Numpy,2.0901588
659,Random,10000000,2,Numpy,2.0837041
660,Random,10000000,3,Numpy,1.9114684
661,Random,10000000,4,Numpy,1.899691
662,Random,10000000,5,Numpy,1.9529775
663,Random,10000000,6,Numpy,2.0736167
664,Random,10000000,7,Numpy,2.0988767
